,id,message,author,files,additions,deletions
10,bfb63e7c3b92595de8353012384180d225efbb6e,"Fix NGPVAN _people_search arbitrary fields feature (#1150)

kwargs were being passed to the wrong variable",austinweisgrau,['parsons/ngpvan/people.py'],1,1
11,99decfa201c77e07090c700a9f92d41d33cac2b4,"Postgres copy explicates columns and column order (#1137)

* Postgres copy explicates columns and column order

* Put double quotes around table name in copy statement

Necessary in certain situations, e.g. table name has capital letters

* Don't lower-case table name to check if table exists

Some tables have uppercase letters in their name

* Overwrite some inherited methods on PostgresTable

Some postgres columns (e.g. if they have a capital letter) need to be
surrounded by double quotes

* get_updated_rows pulls all rows if cutoff_value is None

without this change, the query fails to parse",austinweisgrau,"['parsons/databases/postgres/postgres.py', 'parsons/databases/postgres/postgres_core.py']",41,4
12,941c6a4a9d7ab979bb0242caf910dfaad4c15c7b,"Remove entity from campaign method (#1140)

* introduce method for removing an entity record from a campaign

* lint with black

* lint with ruff

---------

Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",ydamit,"['parsons/action_builder/action_builder.py', 'test/test_action_builder/test_action_builder.py']",34,0
13,c4c9a75eb9efb5b422d784a53147db7f925345d0,"Allow passing google auth Credentials directly to GCS connector (#1148)

Among other things, this enables authenticating the GCS connector
using gcloud oauth from the parent shell, rather than requiring the
use of service account credentials.",austinweisgrau,['parsons/google/google_cloud_storage.py'],35,11
14,8cafe69f5127db669878ca246b13e1f65db87274,"Allow setting gcs_tmp_bucket on GoogleBigQuery class (#1147)

This parallels more closely the set up of the Redshift class. It also
allows for a more simple implementation when using multiple different
instances of GoogleBigQuery in the same environment.",austinweisgrau,['parsons/google/google_bigquery.py'],21,5
15,1d1f9882a4215d8f06968ca148497c42052b3884,"Github Actions Rebuild (#1132)

* update ruff

* add dependabot

* add dependency review

* harden security scorecard

* run scorecard on major-release PRs

* use defusedxml

* add usedforsecurity flag to hashlib.md5

* correct comment for sqlalchemy

* modularize python check action

* update actions/upload-artifact",bmos,"['.github/dependabot.yml', '.github/workflows/dependency-review.yml', '.github/workflows/pip-install.yml', '.github/workflows/python-checks.yml', '.github/workflows/security_scorecard.yml', '.github/workflows/test.yml', '.pre-commit-config.yaml', 'parsons/etl/etl.py', 'parsons/scytl/scytl.py', 'parsons/targetsmart/targetsmart_automation.py', 'pyproject.toml', 'requirements-dev.txt', 'requirements.txt', 'setup.py']",288,175
16,5aaf2451963e553cc0c5bcf404ecb6687797a395,New requests (#1130),anzelpwj,['requirements.txt'],1,1
17,1642d6e84bd36c20908ed2918f89a1393bd29d81,"BigQuery copy method can convert dict column to JSON string (#1143)

By default without this change, a dict column will cause the copy
method to fail.",austinweisgrau,['parsons/google/google_bigquery.py'],17,0
18,22c31758b756721337a0fa61fc76f569c4e6c346,email parse depends on python patch version (#1146),austinweisgrau,['test/test_gmail/test_gmail.py'],20,3
19,710532aa5db4f24bac73cc6ff04c458b6670ecc9,updated README with correct instructions for installing from Github (#1141),lisamessier,['README.md'],1,1
20,1163cc025a03c5da0f4c2cda52134f1eee5f40cf,Update Dockerfile  with uv (#1135),bmos,['Dockerfile'],2,1
21,948b08bc2a907b0837f5ecd98638a9023059f9df,"Add skipMatching to apply_response() (#1134)

* Add skipMatching

* adding comma",retacg,['parsons/ngpvan/people.py'],4,0
22,9a61b7cdb62dbb5ee59cfae45282a7238583cfbb,Update test.yml (#1117),bmos,['.github/workflows/test.yml'],1,1
23,009647cfcf6fd29b7daf766ea93bd584a3c9b5d8,"Version bump for certain packages (#1121)

* Version bump

* Suds version fix

* Higher mysql version

* Pin google-api-core

* Pin curlify, don't upgrade mysql",anzelpwj,['requirements.txt'],4,2
24,30be14b9d96c0b0b7b4fa251099eceb5e64b3439,"circleci updates (#1122)

* use uv in circleci

* use python 3.12 in circleci",bmos,['.circleci/config.yml'],18,16
25,81f622c8fbcaa94b87269a6d784c09e4a7ffb82e,"Implement Windows testing (#1119)

* add windows tests to test action

* test pip install on windows

* update us package for 3.12 support

* skip failing test on windows

---------

Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",bmos,"['.github/workflows/pip-install.yml', '.github/workflows/test.yml', 'requirements.txt', 'test/test_targetsmart/test_targetsmart_smartmatch.py']",7,1
26,b49a98ca1da8dd64696b06efef413bb4516fb367,Step security changes (#1120),anzelpwj,"['.github/workflows/pip-install.yml', '.github/workflows/test.yml']",20,5
27,73754f18122452a885122aad7d7ce6a9615a0e0f,"Enable GZIP on BigQuery extract to GCS (#1110)

* Enable GZIP on BigQuery extract to GCS

* Add docstring to extract method",austinweisgrau,['parsons/google/google_bigquery.py'],24,4
28,c692a1cd8ea574557be26c388fea3745a21d3c75,"Pass custom delimiter from Table.from_csv to BigQuery load (#1083)

If our source table is loaded from CSV with no transformations, the
original source file will be directly loaded to GCS, we may need to
pass along a custom delimiter to BigQuery.",austinweisgrau,['parsons/google/google_bigquery.py'],10,0
29,63dc85d4e6a82e56cfc13ebf1eae70f50c22b090,SFTP utility can include timeout (#1081),austinweisgrau,['parsons/sftp/sftp.py'],20,2
30,8757a550745aa77b91a249bfcfa40fe6003042ef,"Create security_scorecard.yml (#1116)

* Create security_scorecard.yml

* Update security_scorecard.yml

add pull request as trigger so we can see the checks run in our PR

* Update security_scorecard.yml

add back the cron scheduler so it runs once a week",shaunagm,['.github/workflows/security_scorecard.yml'],73,0
31,6c78541f15917412f01d0a36efca13a73b812958,"Use UV for package install and dependency resolution (#1016)

* remove mac-specific action yml

* rename test action yml

* add mac testing to test action

* use UV for faster lint+test action

* consistent order of matrix variables in job names

* use identical form for limited-dependencies TRUE

* add pip intall verification

* rename actions

* fix name of pip install yml

* fix syntax error in pip-install.yml

* unique job name for pip-install

* track lint/format pass/fail separately

* re-order tests for faster failing

* use ruff format --check flag

---------

Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",bmos,"['.github/workflows/pip-install.yml', '.github/workflows/test-linux-windows.yml', '.github/workflows/test.yml', '.github/workflows/tests-mac.yml']",132,92
32,ff313b84d37e49002fcdac2cc14e3b68fb0e88ad,"Kasiah/community dot com connector (#1112)

* build out community.com connector

* fix url

* add to init

* get not post

* small edits to fix connector

* Update community.py

* change some names and add test

* fix param name

* fix url

* wrong url again

* maybe this will magically work

* add a log for test

* another log

* another log

* trying again

* will this pass

* more stuff

* change test response

* content not json

* another log

* more logs

* different test values

* shorten the test string

* values don't matter

* cleanup

* docs

* fix link

* remove commented code

* don't need these

* remove another thing

* linting

* incorporate sharine's fix with an extra try except

* update links

* links",KasiaHinkson,"['parsons/__init__.py', 'parsons/community/__init__.py', 'parsons/community/community.py', 'parsons/google/google_cloud_storage.py', 'parsons/utilities/api_connector.py', 'test/test_community/test_community.py']",157,4
33,485ff0afc1c8457c9ae8cd48febb87b34ff05c3c,"#1091 ruff added to pre-commit, pyproject.toml, requirements-dev.txt, ruff linting differences  (#1108)

* #1091 ruff linting changes

* adding ruff to workflows and CONTRIBUTING

* adding gh formatting to actions

* fixing merge conflict

* remove extra packages, test imports with 38

* remove format flag from ruff check and format

---------

Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",salice,"['.github/workflows/test-linux-windows.yml', '.github/workflows/tests-mac.yml', '.pre-commit-config.yaml', 'parsons/airtable/airtable.py', 'parsons/alchemer/alchemer.py', 'parsons/capitol_canary/capitol_canary.py', 'parsons/civis/civisclient.py', 'parsons/controlshift/controlshift.py', 'parsons/copper/copper.py', 'parsons/crowdtangle/crowdtangle.py', 'parsons/databases/db_sync.py', 'parsons/databases/discover_database.py', 'parsons/databases/mysql/create_table.py', 'parsons/databases/postgres/postgres_core.py', 'parsons/databases/postgres/postgres_create_statement.py', 'parsons/databases/redshift/redshift.py', 'parsons/databases/redshift/rs_table_utilities.py', 'parsons/databases/table.py', 'parsons/etl/table.py', 'parsons/facebook_ads/facebook_ads.py', 'parsons/freshdesk/freshdesk.py', 'parsons/geocode/census_geocoder.py', 'parsons/github/github.py', 'parsons/google/google_civic.py', 'parsons/google/google_cloud_storage.py', 'parsons/google/google_sheets.py', 'parsons/google/utilities.py', 'parsons/hustle/hustle.py', 'parsons/mobilize_america/ma.py', 'parsons/ngpvan/activist_codes.py', 'parsons/ngpvan/canvass_responses.py', 'parsons/ngpvan/changed_entities.py', 'parsons/ngpvan/codes.py', 'parsons/ngpvan/custom_fields.py', 'parsons/ngpvan/email.py', 'parsons/ngpvan/events.py', 'parsons/ngpvan/locations.py', 'parsons/ngpvan/printed_lists.py', 'parsons/ngpvan/saved_lists.py', 'parsons/ngpvan/scores.py', 'parsons/ngpvan/signups.py', 'parsons/ngpvan/supporter_groups.py', 'parsons/ngpvan/survey_questions.py', 'parsons/ngpvan/targets.py', 'parsons/ngpvan/utilities.py', 'parsons/ngpvan/van.py', 'parsons/ngpvan/van_connector.py', 'parsons/notifications/gmail.py', 'parsons/notifications/smtp.py', 'parsons/salesforce/salesforce.py', 'parsons/scytl/scytl.py', 'parsons/sftp/sftp.py', 'parsons/targetsmart/targetsmart_api.py', 'parsons/targetsmart/targetsmart_automation.py', 'parsons/turbovote/turbovote.py', 'parsons/twilio/twilio.py', 'parsons/utilities/cloud_storage.py', 'pyproject.toml', 'requirements-dev.txt', 'test/test_airtable/test_airtable.py', 'test/test_azure/test_azure_blob_storage.py', 'test/test_bill_com/test_bill_com.py', 'test/test_capitol_canary.py', 'test/test_civis.py', 'test/test_copper/test_copper.py', 'test/test_credential_tools.py', 'test/test_crowdtangle/test_crowdtangle.py', 'test/test_databases/fakes.py', 'test/test_databases/test_dbsync.py', 'test/test_databases/test_mysql.py', 'test/test_databases/test_postgres.py', 'test/test_databases/test_redshift.py', 'test/test_donorbox/test_donorbox.py', 'test/test_etl.py', 'test/test_facebook_ads.py', 'test/test_freshdesk/test_freshdesk.py', 'test/test_geocoder/test_census_geocoder.py', 'test/test_google/test_google_cloud_storage.py', 'test/test_google/test_google_sheets.py', 'test/test_google/test_googlecivic.py', 'test/test_google/test_utilities.py', 'test/test_mailchimp/test_mailchimp.py', 'test/test_mobilize/test_mobilize_america.py', 'test/test_newmode/test_newmode.py', 'test/test_p2a.py', 'test/test_quickbase/test_quickbase.py', 'test/test_redash.py', 'test/test_s3.py', 'test/test_sftp.py', 'test/test_slack/test_slack.py', 'test/test_targetsmart/test_targetsmart_api.py', 'test/test_targetsmart/test_targetsmart_automation.py', 'test/test_turbovote/test_turbovote.py', 'test/test_twilio/test_twilio.py', 'test/test_utilities.py', 'test/test_van/test_activist_codes.py', 'test/test_van/test_bulkimport.py', 'test/test_van/test_changed_entities.py', 'test/test_van/test_codes.py', 'test/test_van/test_custom_fields.py', 'test/test_van/test_events.py', 'test/test_van/test_locations.py', 'test/test_van/test_ngpvan.py', 'test/test_van/test_printed_lists.py', 'test/test_van/test_saved_lists.py', 'test/test_van/test_scores.py', 'test/test_van/test_signups.py', 'test/test_van/test_targets.py', 'test/utils.py', 'useful_resources/sample_code/civis_job_status_slack_alert.py', 'useful_resources/sample_code/mysql_to_googlesheets.py', 'useful_resources/sample_code/opt_outs_everyaction.py', 'useful_resources/sample_code/s3_to_s3.py', 'useful_resources/sample_code/zoom_to_van.py']",117,571
34,a6e78a4eeb20d3e68b8ae8ac844fc6686976405a,Restore functionality of Google Sheets API tests (#1104),SorenSpicknall,['test/test_google/test_google_sheets.py'],12,16
35,8cbaaf18ab14eb4fae85bacfd960bd8b5cfa885c,"Allow to_gcs_csv function to accept a gcs instance instead of creating one (#1109)

* Allow function to accept a gcs instance instead of creating one

* Follow parsons naming convention",KasiaHinkson,['parsons/etl/tofrom.py'],7,4
36,c7ac48e3bf2b568376ac3b178bb53e5e993d1426,Update old reference to Parsons API key type (#1103),SorenSpicknall,['docs/ngpvan.rst'],4,3
37,fb88bfc6a5f2a23ed742907fd2b642bbdc5580e2,Restore minimal CONTRIBUTING.md that treats website as source of truth (#1106),SorenSpicknall,['CONTRIBUTING.md'],4,200
38,72b2ee4d1231c833e599350bf5513dac507e5fca,new release (#1107),sharinetmc,['setup.py'],6,2
39,ee2a16d5148a72796f85b46ba5235c7bf70fda53,"SSH SQL Query utility (#1102)

Added SSH util function we can connect through SSH and query through, added a test for that.

Added documentation about using SQL Mirror support for ActionNetwork which lets us query our data/connect to our data we have in ActionNetwork (all tables read only access).",NirTatcher,"['docs/action_network.rst', 'parsons/action_network/action_network.py', 'parsons/utilities/ssh_utilities.py', 'requirements-dev.txt', 'requirements.txt', 'setup.py', 'test/test_action_network/test_action_network.py', 'test/test_utilities/test_ssh_utilities.py']",184,5
40,686f72283de45eb76c896f770fd9e89022cb268e,"adding unique id lists support in ActionNetwork module (#1101)

* adding unique id lists support in ActionNetwork module

* restoring googlesheets.py and google_cloud_storage.py

* adding newline end of files cause failing test",NirTatcher,"['parsons/action_network/action_network.py', 'test/test_action_network/test_action_network.py']",105,0
41,83a9c3f9721aa187b5772078caa0fb7a08c72701,"Revert ""Features - ActionNetwork API - Unique ID Lists routes support  + SQL Mirror support (#1025)"" (#1100)

This reverts commit 33b7185a3f38f1297f7867077acfddb57d6098d2.",austinweisgrau,"['parsons/action_network/action_network.py', 'parsons/utilities/ssh_utilities.py', 'requirements-dev.txt', 'requirements.txt', 'test/test_action_network/test_action_network.py', 'test/test_utilities/test_ssh_utilities.py']",3,313
42,d0a36444461dd12fb1ce0923186593f15b3db591,absolute import (#1096),IanRFerguson,['parsons/action_network/action_network.py'],2,1
43,7a4d20651d44636dbdc2198973e5eabcb35d2577,"Bump setuptools from 68.0.0 to 70.0.0 (#1094)

Bumps [setuptools](https://github.com/pypa/setuptools) from 68.0.0 to 70.0.0.
- [Release notes](https://github.com/pypa/setuptools/releases)
- [Changelog](https://github.com/pypa/setuptools/blob/main/NEWS.rst)
- [Commits](https://github.com/pypa/setuptools/compare/v68.0.0...v70.0.0)

---
updated-dependencies:
- dependency-name: setuptools
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",dependabot[bot],['requirements.txt'],1,1
44,33b7185a3f38f1297f7867077acfddb57d6098d2,"Features - ActionNetwork API - Unique ID Lists routes support  + SQL Mirror support (#1025)

* working on adding a functio to an and took care of a lint issues

* init

* working on all get functions

* actionnetwork functions batch 1 is ready

* linting and black formatted compliance

* removed unwanted/unsused lines

* merged updated main

* did some linting

* added some more get functions to support all ActionNetwork objects (Advocacy Campaigns, Attendances, Campaigns, Custom Fields, Donations, Embeds, Event Campaigns, Events, Forms, Fundraising Pages, Items, Lists, Messages, Metadata, Outreaches, People, Petitions, Queries, Signatures, Submissions, Tags, Taggings, Wrappers)

* worked on linting again

* unstashed changes after merging main and progressing with more POST and PUT funcs

* getting ready to release update and create functions

* getting ready to release update and create functions

* linting

* linting

* added code I overrided by accident

* worked on feedback (added Documentation Reference in docstring foreach function in module)

* added support for unique ID lists route in ActionNetowkr API (https://actionnetwork.org/docs/v2/unique_id_lists)

* fixed lint and format issues for new functions

* added sql mirror support - query function that holds the connection logic and the queries the db

* linting fix formatting issues

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* trying to fix issue with tests on build while tests work locally

* linting and formatting

* linting and formatting

* linting and formatting (thats it)

* resolving conflicts with main

* resolving conflicts with main

* resolving conflicts with main

* trying to overcome issues with linting in test_natin_builder

* trying to restore test_nation_builder but i get linting issue

* trying to restore test_nation_builder but i get linting issue

* reformatted email from ngpvan because i got an error on this

* readded second actionnetwork in import in init file

* adding the ssh_utility and using it in the actionnetwork function along with using the redshift conector there instead of just connecting with psycopg and SSHTunnelForwader2

* added try except to return None if something happens like doc string says

---------

Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",NirTatcher,"['parsons/action_network/action_network.py', 'parsons/utilities/ssh_utilities.py', 'requirements-dev.txt', 'requirements.txt', 'test/test_action_network/test_action_network.py', 'test/test_utilities/test_ssh_utilities.py']",312,3
45,e56819aca1f4faae4a30a97a80d114009b005524,"Fix typo in environment variable (#1093)

This typo entered in 6dfaaec26dfee18e6f8f00f83bc7f02396f22944",austinweisgrau,['parsons/google/google_sheets.py'],1,1
46,6dfaaec26dfee18e6f8f00f83bc7f02396f22944,"Pass credentials directly to GCP connectors rather than through environment variable (#1040)

* Fix typo in filename utitities > utilities

* New method to pass credentials directly to GCP clients

* Pass credentials explicitly to Google clients

Avoids issue documented in #1039 where credentials for all GCP clients
are stored in the same environment variable, leading to overwrites if
multiple clients are initialized in the same environment.

* Mock credential parsing in tests

Avoids mock credentials needing to match Google Service Account
credential parsing

* Refactor Google Admin using new authed request session

* Fix tests on GoogleAdmin, expect new response structure

* Small changes to get BigQuery tests working",austinweisgrau,"['parsons/google/google_admin.py', 'parsons/google/google_bigquery.py', 'parsons/google/google_cloud_storage.py', 'parsons/google/google_sheets.py', 'parsons/google/utilities.py', 'test/test_databases/test_bigquery.py', 'test/test_google/test_google_admin.py', 'test/test_google/test_utilities.py']",234,91
47,118d744ba5fb622f0996a143a0e964d65f2d4038,"Remove support for dict type, add helpful exception message 

dict type columns cannot be directly loaded to BigQuery, this change makes that more explicit.

---------

Co-authored-by: Austin Weisgrau <62900254+austinweisgrau@users.noreply.github.com>",KasiaHinkson,['parsons/google/google_bigquery.py'],8,2
48,24728eba40b203682fdc6370b71c11be710e1008,"Remove unnecessary dependency (#1088)

Hasn't been necessary since commit 617d06f5b6e036e83c60bac7f5b6bc35b0bbb6ab",austinweisgrau,"['requirements.txt', 'setup.py']",0,2
49,1aa192f0d8eaae80d9fd6d1ec9b90e7326b66047,bump up to 3.8 (#1090),IanRFerguson,"['Dockerfile', 'setup.py']",2,3
50,c368f23b65b6638717165435f721ef2f8e8a7b5b,"Add campaignId parameter to apply_responses method in People class (#1089)

* added head and tail methods to parsons table

* adding tests and docs to head and tail

* feat: Add campaignId parameter to apply_responses method in People class

* Update people.py

added campaignId param to docstring

---------

Co-authored-by: matthewkrausse <106627640+mattkrausse@users.noreply.github.com>
Co-authored-by: mkrausse-ggtx <131683556+mkrausse-ggtx@users.noreply.github.com>",matthewkrausse,['parsons/ngpvan/people.py'],4,0
51,c3da44db1b5c3d4223ec85077817a5d1a6858cd0,"Airtable Updates (#1082)

* airtable updates

* add helper for update/upsert method table columns to fields key transform

* revert to self.client

* docs spelling

* airtable delete records id list conversion comment

* airtable delete records id list conversion comment

* map_update_fields comments

* map_update_fields comments",codygordon,"['parsons/airtable/airtable.py', 'requirements.txt', 'setup.py', 'test/test_airtable/airtable_responses.py', 'test/test_airtable/test_airtable.py']",351,36
52,0a27e2abc3cfc540b501af97450274e6da08d8c1,"VAN Bulk Import Additions (#1078)

* van bulk import - add apply canvass results & custom contact fields / docstring fixes / clarification / contact mapping

* van bulk import additions - fix E501",codygordon,"['parsons/ngpvan/bulk_import.py', 'test/test_van/test_bulkimport.py']",186,7
53,231d87580a3743560fcecd77b01e17ff8ce31697,"Support for python3.12: Take 2 (#1087)

* installation -- library compatibility

* Add Setuptools to requirements.txt (due to PEP 632 & gh-95299)

* update workflows and setup.py to reflect bumping to support for 3.12

* minor tweak to readme

* Linting

fix formatting errors for Flake8 (E231,E226)
blacken setup.py

* add pycodestyle==2.11.1 to reqs-dev

* add 3.7 back to setup.py

* Maintain compatability with python 3.7: bump dependencies down to latest-still-good-with-python3.7",jdw25,"['.github/workflows/test-linux-windows.yml', '.github/workflows/tests-mac.yml', 'README.md', 'parsons/databases/redshift/redshift.py', 'parsons/facebook_ads/facebook_ads.py', 'requirements-dev.txt', 'requirements.txt', 'setup.py', 'test/test_databases/test_redshift.py']",25,15
54,735c7883cd1aae51fd1b9d1206c9683ebb728d76,"Skip empty tables in GSheets append & overwrite methods (#1080)

* skip empty tables in google sheets append & overwrite

* remove f-strings from logs with no placeholders

* fix gsheet overwrite_sheet flow if no rows",codygordon,['parsons/google/google_sheets.py'],22,9
55,0e727307d71c805016d3726791f128c80c6465f3,"Update census_geocoder.py (#1085)

The geocode_address_batch function needs to add ""id"" to the columns it checks",jeffjrodriguez,['parsons/geocode/census_geocoder.py'],1,1
56,738e1351c3ddcd5c99d08e6191369c9f3bf440e9,"Bump urllib3 from 1.26.18 to 1.26.19 (#1079)

Bumps [urllib3](https://github.com/urllib3/urllib3) from 1.26.18 to 1.26.19.
- [Release notes](https://github.com/urllib3/urllib3/releases)
- [Changelog](https://github.com/urllib3/urllib3/blob/1.26.19/CHANGES.rst)
- [Commits](https://github.com/urllib3/urllib3/compare/1.26.18...1.26.19)

---
updated-dependencies:
- dependency-name: urllib3
  dependency-type: direct:production
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>
Co-authored-by: Shauna Gordon-McKeon <shaunagm@gmail.com>",dependabot[bot],"['requirements.txt', 'setup.py']",2,2
57,c49f631f03cdab4b30712713246a0fcfcecf595b,"Fix misspecified tests using MagicMock().called_with() (#1072)

* Fix misspecified twilio tests

Prior implementation ran `assert ...MagicMock.called_with(...)`

`called_with` is not a real test method on MagicMock, so it returns a
MagicMock instance by default, which is truthy and evaluates to true
by assert. This test wasn't checking for anything and would pass no
matter what actually happened in the code.

These new tests check for the intended methods being called.

* Fix misspecified salesforce tests

* Fix misspecified test guidelines in docs",austinweisgrau,"['docs/write_tests.rst', 'test/test_salesforce/test_salesforce.py', 'test/test_twilio/test_twilio.py']",37,23
58,061bb89da878d384cb7a00ddf4502ceac0131b59,BigQuery extract table method (#1041),austinweisgrau,['parsons/google/google_bigquery.py'],20,0
